Time (hours),Glucose (g),Acetate (g),Ethanol (g),Biomass (g)
0,1.45,0,0.02,0.012
0.411020669055556,1.455294970526835,0.0,0.024568490365113892,0.012209101999803204
1.93639728980556,1.4585242739580428,0.004788951878290411,0.024259663466371602,0.013210220109662737
3.46282696625,1.3901786043254714,0.02160227070832133,0.022837039890184978,0.019388429316732625
4.98878864272222,1.303085369056709,0.03445226546522877,0.021207482605032704,0.06308684689261422
6.51506231916667,1.0789768571328961,0.03871128339466017,0.01789456283796636,0.07742899076986205
8.04139232894444,1.0145291517245894,0.05671117250670772,0.01616187066588664,0.0968138842404211
9.56844600538889,0.8200387449679845,0.0871739798175643,0.013682121446649934,0.13028170769985856
11.0959980151944,0.5987604910634311,0.11650787631148747,0.01041159695083725,0.17378645267378376
12.6162904670833,0.3404623063525888,0.15506450612301875,0.0076356156413361085,0.19925644349279514
14.64139713375,0.01005337146631656,0.18415047542135304,0.0,0.24946699975948672
16.6626434117222,0.006425973483809616,0.17493886914568763,0.0,0.2492291824586304
